A,B,C
44,56,100
597,269,866
189,229,418
867,833,1700
680,518,1198
488,394,882
863,354,1217
43,669,712
720,963,1683
739,698,1437
857,495,1352
552,960,1512
376,929,1305
201,249,450
834,740,1574
555,231,786
9,603,612
766,535,1301
224,639,863
430,954,1384
724,767,1491
930,552,1482
307,301,609
481,734,1215
25,248,273
883,612,1495
71,747,818
382,464,846
196,643,839
248,987,1235
689,246,935
549,794,1343
180,173,353
676,444,1120
234,841,1075
740,114,854
838,15,853
763,23,786
560,51,611
430,976,1406
489,150,639
705,721,1426
751,918,1669
376,845,1221
70,135,205
687,529,1186
653,737,1390
586,124,710
487,731,1218
806,509,1315
993,413,1406
396,862,1302
841,996,1837
215,98,313
703,325,1028
25,480,483
935,349,1295
693,571,1264
938,639,1577
636,486,1122
608,71,665
608,440,1048
536,592,1128
571,294,865
354,565,919
678,529,1207
136,795,931
834,217,1051
638,217,855
668,279,947
621,297,918
5,228,184
335,346,681
907,645,1584
354,448,802
814,34,848
494,31,525
210,158,368
377,601,978
264,302,576
477,945,1422
907,582,1489
684,158,842
846,112,958
495,178,673
367,93,460
459,84,543
161,995,1156
49,161,210
77,285,362
441,265,706
8,7,-33
48,111,159
234,942,1176
182,967,1149
21,354,375
226,969,1195
589,589,1178
503,995,1459
673,82,757
563,155,718
465,133,598
11,371,382
931,117,1048
898,925,1823
445,818,1263
536,433,969
115,393,508
396,280,676
803,103,884
837,877,1714
518,843,1361
279,833,1112
119,394,513
296,295,561
640,790,1430
248,823,1071
13,305,318
786,781,1567
357,380,737
955,702,1636
954,432,1386
41,126,167
709,580,1289
352,89,441
389,13,374
682,873,1555
388,541,929
390,769,1159
996,984,1980
506,365,871
946,993,1939
19,987,1007
344,638,982
823,397,1220
549,997,1546
104,959,1063
449,574,1023
194,959,1153
778,512,1290
214,308,522
240,205,445
269,987,1256
244,763,1007
231,278,509
558,334,892
972,395,1367
767,681,1448
281,198,479
253,945,1198
422,852,1274
184,564,748
884,547,1431
289,318,607
126,676,802
136,335,471
655,634,1289
848,417,1265
227,237,464
116,746,862
446,985,1431
207,316,523
579,624,1203
321,157,478
571,262,833
610,682,1292
176,23,199
24,823,847
874,410,1284
213,566,750
161,51,212
610,597,1207
542,985,1567
851,983,1834
356,745,1101
491,445,936
208,105,331
721,881,1602
130,608,738
919,450,1369
787,344,1169
417,803,1257
344,104,448
278,135,413
917,606,1523
299,290,589
907,748,1655
14,59,73
71,142,213
207,326,533
460,271,731
285,935,1220
706,817,1523
167,61,228
551,102,653
455,267,770
995,687,1682
938,322,1260
594,12,606
985,407,1392
172,100,272
761,817,1578
970,388,1358
292,1,293
345,750,1095
128,326,454
906,708,1614
365,85,450
10,883,893
695,111,843
637,794,1431
782,789,1571
832,749,1581
48,413,461
379,101,480
423,771,1194
813,376,1189
431,225,656
861,205,1027
54,152,206
697,218,915
140,31,171
3,331,334
6,958,964
696,774,1470
67,339,363
256,593,849
229,349,578
545,60,577
174,295,469
223,253,476
50,244,294
613,701,1314
333,377,710
502,586,1088
526,70,596
691,930,1621
281,846,1127
866,815,1681
896,17,913
207,599,831
801,17,862
469,510,979
135,672,807
357,867,1224
713,330,1043
65,245,310
845,956,1801
12,965,977
592,464,1056
255,84,339
167,11,178
880,556,1436
935,566,1501
147,318,465
4,962,966
870,676,1504
454,583,1037
49,195,244
975,783,1758
599,861,1460
315,67,382
519,755,1274
879,449,1328
158,548,709
76,743,819
346,674,1020
980,262,1242
939,766,1705
465,383,848
433,673,1106
772,870,1642
919,921,1840
380,66,446
638,932,1570
138,899,1037
333,880,1213
203,248,451
962,120,1082
266,229,495
570,199,814
136,793,929
865,933,1798
665,779,1444
554,958,1512
436,246,682
570,469,1039
21,162,183
719,637,1356
468,481,949
247,793,1040
97,143,240
896,778,1674
111,53,164
347,40,400
212,221,433
158,964,1122
899,239,1138
301,460,761
953,749,1702
37,860,897
620,465,1085
287,787,1074
273,772,1045
611,156,767
780,473,1253
500,824,1324
856,783,1639
970,112,1082
558,37,595
497,414,911
893,382,1244
15,58,73
640,21,644
685,396,1081
171,920,1091
723,528,1251
529,113,642
23,289,312
225,950,1175
993,845,1838
249,15,264
764,501,1265
258,700,958
477,192,669
824,233,1057
586,715,1301
416,276,677
437,323,760
698,321,1019
390,467,857
191,432,623
810,839,1649
729,862,1591
970,474,1444
655,692,1347
214,784,998
219,344,563
358,871,1229
530,107,637
680,420,1100
522,222,761
147,824,971
120,419,539
493,178,671
498,795,1293
237,4,241
187,673,860
905,819,1724
210,952,1162
991,10,1001
567,186,753
21,703,724
867,440,1307
258,42,300
283,896,1179
289,701,990
952,636,1588
391,881,1272
10,581,591
276,963,1239
317,605,922
663,700,1363
936,894,1830
254,936,1190
277,806,1083
248,884,1132
581,978,1559
331,154,485
92,232,324
492,930,1422
563,523,1086
171,747,918
711,419,1130
79,627,706
748,632,1380
935,94,1029
712,950,1662
825,130,955
122,122,294
721,479,1234
489,417,906
78,902,980
791,217,1008
620,825,1445
477,118,545
334,394,724
235,222,457
666,757,1423
674,37,711
998,525,1523
667,660,1327
699,197,896
409,533,942
220,674,894
655,459,1114
430,36,466
651,316,967
819,218,1037
146,764,910
35,813,848
372,948,1320
177,117,294
253,116,369
173,234,407
369,349,718
817,566,1383
109,286,395
8,938,946
820,910,1730
874,702,1576
589,895,1484
530,91,621
630,120,750
687,429,1116
456,345,801
276,878,1154
28,821,849
83,231,314
857,808,1665
23,330,353
158,708,866
266,552,818
905,559,1464
891,503,1394
798,665,1463
724,669,1393
959,847,1806
181,695,876
68,786,854
1,333,334
336,57,393
778,740,1518
610,224,834
928,776,1704
780,649,1429
678,573,1242
772,420,1192
216,607,849
775,591,1366
916,714,1630
834,50,884
815,516,1331
388,623,1011
556,482,1073
237,6,243
946,648,1594
132,133,265
290,265,555
16,944,960
534,378,912
282,709,991
274,83,357
212,657,869
721,622,1343
808,307,1115
736,170,906
224,261,485
430,665,1095
290,667,957
477,682,1159
864,289,1153
136,703,839
675,239,914
697,841,1538
593,109,702
802,325,1127
733,714,1447
253,237,490
731,755,1486
787,179,966
232,555,787
497,700,1197
734,632,1366
47,796,843
521,764,1285
849,90,939
427,512,939
587,640,1227
244,97,341
940,664,1611
655,360,1015
921,756,1677
205,523,703
773,370,1143
457,538,995
911,76,987
300,887,1187
86,381,467
700,940,1640
314,905,1219
960,748,1708
406,78,437
510,364,874
505,595,1100
760,918,1678
585,768,1353
579,748,1327
848,648,1496
395,922,1317
519,472,991
494,785,1279
470,475,945
31,516,547
976,194,1170
638,448,1086
452,209,621
648,490,1138
629,244,873
817,110,927
897,366,1263
940,770,1710
36,72,106
516,306,822
85,330,415
504,6,510
988,676,1664
531,657,1188
299,471,770
309,185,494
920,299,1219
270,427,697
384,680,1064
636,385,1021
52,843,895
402,971,1373
761,330,1091
420,991,1411
619,498,1117
859,102,961
710,706,1416
272,503,775
525,936,1461
757,522,1279
608,619,1233
356,228,584
514,537,1051
990,222,1212
590,711,1301
689,518,1207
927,347,1274
690,208,898
259,81,340
300,538,838
769,230,999
996,980,1992
459,214,681
423,825,1248
916,673,1589
637,190,827
100,158,258
58,941,999
261,142,403
883,59,942
394,646,1040
430,757,1187
308,818,1126
960,401,1361
217,934,1151
141,279,420
201,664,865
20,819,839
496,573,1082
815,909,1724
989,871,1860
577,213,790
989,184,1173
149,747,940
713,293,1006
62,845,907
230,124,354
413,860,1273
98,693,791
472,280,752
282,763,1045
784,701,1485
466,464,930
678,372,1050
163,519,682
623,358,981
395,184,579
770,655,1425
585,140,725
832,645,1477
399,581,980
36,813,849
410,114,524
585,416,1001
181,995,1176
292,502,794
470,301,771
344,128,522
100,86,186
911,93,958
297,10,307
176,800,976
16,707,723
853,724,1608
629,211,830
824,851,1697
792,145,937
772,290,1062
113,848,961
784,501,1285
255,946,1250
278,130,408
616,434,1050
387,137,524
654,83,695
558,97,644
939,260,1199
757,392,1149
240,737,977
861,364,1225
904,412,1361
32,682,714
318,406,724
187,643,830
314,661,975
63,809,826
19,137,156
643,137,780
762,669,1431
415,366,781
192,867,1059
389,704,1093
941,646,1587
548,960,1508
559,377,936
791,863,1654
863,717,1553
216,864,1080
815,864,1679
584,637,1221
105,642,747
649,785,1434
360,158,518
200,801,1001
890,265,1189
926,799,1725
194,538,732
820,162,982
478,971,1449
774,967,1741
876,259,1135
362,31,366
972,687,1659
33,652,685
46,386,432
543,400,943
408,383,779
405,494,899
835,388,1223
401,673,1074
150,912,1062
883,440,1323
766,562,1328
23,35,58
767,409,1176
1,188,189
858,284,1142
539,227,766
666,187,853
81,156,253
764,608,1372
184,252,436
774,335,1109
467,212,679
401,225,626
941,684,1625
509,644,1153
6,51,57
533,791,1324
501,917,1418
87,856,943
683,821,1504
738,435,1173
320,226,513
52,343,395
638,178,785
307,966,1273
478,310,788
827,647,1474
207,102,309
445,415,860
433,587,1040
698,306,1004
707,952,1659
871,237,1108
287,20,307
92,313,405
121,446,567
941,306,1247
29,1,30
685,666,1364
700,793,1514
803,71,874
967,925,1892
897,160,1057
416,231,647
578,432,1010
223,380,603
170,358,528
824,679,1503
759,919,1678
36,945,981
913,271,1161
664,189,853
567,653,1203
412,963,1375
704,971,1675
773,101,874
619,210,829
820,614,1434
13,268,281
160,560,720
6,867,873
745,404,1149
887,362,1249
422,116,538
983,683,1666
467,41,508
855,646,1501
487,88,575
42,507,549
656,949,1605
963,498,1461
965,307,1272
768,10,778
226,947,1173
491,883,1374
338,304,599
163,75,238
336,209,545
379,678,1057
734,990,1724
422,237,659
254,925,1179
634,202,836
279,393,709
170,268,438
997,269,1266
220,621,841
739,275,1014
800,331,1131
483,203,686
959,965,1924
344,79,423
280,488,768
113,359,472
353,402,755
678,193,871
279,367,646
92,156,248
410,951,1361
856,59,915
988,946,1934
456,923,1379
207,240,447
673,929,1602
826,303,1129
965,951,1916
900,412,1312
696,493,1189
853,300,1153
561,222,783
485,343,828
514,230,782
303,368,671
253,800,1053
601,566,1167
795,849,1644
144,317,461
513,897,1410
119,914,1033
545,935,1480
921,824,1745
775,220,995
450,416,866
666,313,979
618,233,851
536,593,1129
428,169,597
946,286,1221
829,866,1695
571,643,1214
206,120,326
33,603,636
546,626,1172
179,383,606
475,467,942
749,573,1322
770,894,1664
34,715,702
362,545,907
179,919,1095
676,279,955
951,957,1908
190,502,692
135,419,554
240,379,619
751,975,1726
788,604,1392
888,188,1076
407,81,488
669,957,1626
684,552,1236
887,948,1835
809,427,1236
694,807,1501
131,931,1062
16,447,463
497,582,1079
920,445,1365
177,383,560
301,301,602
978,288,1266
81,277,358
469,546,1061
639,825,1424
466,252,718
963,108,1071
281,180,461
933,261,1194
351,746,1097
357,894,1251
741,811,1552
167,734,901
596,299,895
184,954,1153
549,849,1398
338,516,854
806,94,900
569,645,1214
453,11,464
131,978,1109
418,516,934
877,795,1654
6,99,105
950,985,1935
482,618,1100
789,741,1530
754,680,1434
394,96,490
23,443,466
452,735,1187
408,908,1316
893,752,1645
298,555,853
124,252,376
859,314,1173
710,728,1438
854,40,855
225,550,770
59,627,686
318,764,1082
316,25,341
593,90,683
517,945,1462
936,142,1078
129,894,1023
739,123,862
737,743,1480
424,947,1371
50,180,230
803,792,1595
340,514,854
112,338,450
433,718,1151
858,157,1015
498,881,1379
675,681,1356
69,648,717
293,291,584
420,656,1076
641,423,1064
467,110,608
617,653,1270
911,512,1423
948,140,1088
402,944,1346
632,199,831
588,32,620
457,980,1437
376,808,1184
301,502,803
410,816,1226
444,96,540
615,924,1539
765,943,1708
561,58,619
563,98,615
254,207,461
149,910,1059
910,511,1413
906,664,1570
359,666,1025
834,25,859
1,265,266
127,531,658
297,273,570
615,715,1330
820,76,873
272,374,646
967,289,1256
304,641,945
552,95,647
301,485,786
899,38,937
822,230,1052
824,479,1303
777,698,1475
635,789,1424
219,240,459
245,5,287
936,228,1164
226,944,1170
474,66,540
644,424,1068
41,96,137
781,841,1622
13,75,88
261,827,1088
293,959,1252
769,964,1733
388,487,853
483,556,1039
564,306,870
617,91,708
723,233,956
268,380,648
249,362,611
152,509,690
510,369,879
685,215,913
75,101,176
529,558,1087
959,195,1114
922,727,1649
130,579,709
984,78,1062
443,408,851
572,585,1157
996,552,1548
609,517,1126
169,450,619
359,516,875
257,272,529
328,677,1005
988,870,1858
159,680,839
799,378,1177
627,723,1350
884,813,1697
327,963,1290
37,642,679
824,328,1152
445,563,1008
149,217,366
53,666,719
802,852,1654
171,138,309
249,418,667
123,5,128
447,755,1202
721,925,1646
363,287,654
265,57,322
930,94,1024
410,928,1338
50,44,94
447,254,738
112,461,546
259,642,901
819,732,1601
274,486,760
336,208,544
683,992,1675
293,467,760
909,75,984
892,948,1840
552,345,897
150,439,589
101,923,1024
689,769,1458
160,247,407
153,893,1046
455,113,568
879,306,1185
291,111,402
687,110,797
655,236,891
474,876,1350
991,798,1800
547,403,960
274,921,1195
581,993,1574
694,830,1524
971,560,1531
57,359,416
800,326,1126
664,812,1476
786,49,835
240,55,324
796,99,895
617,452,1069
436,571,1007
720,746,1497
936,531,1467
663,698,1361
170,795,965
245,155,400
52,311,363
582,418,1000
27,662,689
555,713,1268
460,351,811
336,97,433
294,29,323
347,130,477
505,348,853
511,256,767
367,586,953
846,835,1681
955,661,1573
729,369,1098
936,228,1164
53,229,282
781,206,987
12,921,933
93,477,578
114,163,299
98,442,540
381,91,472
118,585,703
51,443,494
601,152,753
82,747,829
53,336,389
37,123,160
204,95,299
570,892,1462
908,775,1683
918,155,1073
439,172,611
812,565,1377
530,162,692
845,399,1244
693,857,1550
9,413,422
230,921,1151
864,495,1359
8,730,738
957,858,1815
935,342,1277
714,78,792
652,144,796
160,682,842
388,362,750
22,242,267
958,629,1587
137,178,315
806,730,1536
112,147,259
280,790,1070
13,70,83
816,171,987
410,540,914
873,609,1482
377,161,538
556,46,602
799,757,1556
645,831,1476
305,928,1233
980,250,1230
181,994,1175
338,836,1174
32,177,209
547,436,952
920,634,1554
608,197,805
393,734,1127
574,605,1179
313,846,1159
295,432,694
728,165,893
288,842,1117
779,482,1261
828,584,1412
218,764,982
862,109,971
531,823,1354
249,878,1127
656,958,1614
158,930,1088
831,530,1361
348,842,1190
547,759,1306
585,772,1357
392,426,818
153,191,344
468,113,581
109,84,193
604,385,989
783,174,957
251,598,849
86,336,464
637,10,647
277,910,1187
318,37,355
148,699,832
504,172,676
30,573,594
397,133,530
369,985,1354
413,807,1220
144,250,434
209,997,1206
578,86,664
886,11,897
504,351,855
963,104,1067
743,544,1287
945,9,954
303,796,1099
571,154,725
402,160,562
984,814,1798
371,391,762
68,307,375
63,937,1000
809,643,1452
459,184,691
515,832,1347
974,415,1389
197,194,391
638,419,1057
619,360,979
210,645,855
217,730,947
865,238,1103
178,903,1081
33,461,508
573,181,754
426,415,841
759,900,1659
849,801,1641
198,49,247
391,126,517
131,886,993
574,88,649
294,30,324
696,839,1535
334,961,1295
313,620,933
723,482,1205
850,301,1151
891,993,1884
418,745,1163
24,157,181
483,518,1023
492,225,717
87,323,410
276,736,970
81,873,954
326,386,712
227,216,443
323,33,356
83,323,406
33,331,364
683,461,1139
521,636,1157
901,638,1523
72,459,531
861,943,1798
237,385,622
737,496,1233
403,49,452
12,993,1005
352,640,992
178,606,784
204,458,662
480,244,724
744,728,1472
506,441,947
676,233,909
465,456,921
194,349,543
492,18,510
645,905,1550
952,159,1111
237,254,491
557,645,1202
433,655,1088
975,963,1938
786,300,1086
32,1,33
476,968,1444
479,812,1291
981,885,1866
808,954,1762
464,744,1208
49,519,568
585,725,1310
275,684,959
376,876,1252
793,434,1227
453,359,787
742,869,1611
215,447,662
837,734,1571
128,714,842
741,690,1431
678,549,1227
108,988,1096
754,180,934
381,788,1169
870,816,1686
821,982,1803
794,258,1052
868,36,904
901,111,1012
139,825,964
418,441,859
72,199,271
790,69,859
127,519,646
67,774,841
178,975,1153
284,117,401
545,231,776
265,622,887
104,790,894
335,873,1208
730,598,1328
770,182,952
871,981,1852
750,180,891
600,647,1247
718,308,1026
480,18,498
992,561,1553
910,196,1106
693,816,1509
539,211,750
441,494,935
514,544,1058
556,961,1517
165,977,1142
547,373,920
871,530,1401
105,665,770
410,96,506
885,969,1854
766,740,1506
955,692,1605
379,369,748
568,3,571
353,894,1247
277,694,971
846,365,1211
104,3,107
531,199,730
910,434,1344
42,47,89
583,152,735
877,256,1133
475,859,1334
916,495,1411
333,416,749
168,310,429
311,98,409
793,371,1164
948,108,1094
913,723,1636
857,995,1852
801,925,1726
748,174,922
456,868,1314
689,489,1177
393,978,1371
840,242,1082
766,172,938
163,691,854
882,482,1364
255,682,937
587,82,669
502,15,517
859,289,1148
281,565,846
355,195,550
764,556,1320
394,124,518
784,219,1003
251,690,941
987,256,1243
217,472,689
988,337,1325
566,858,1424
480,650,1146
309,80,389
818,700,1518
80,954,1034
670,794,1464
990,417,1407
25,181,183
873,584,1457
67,341,408
639,180,819
212,103,315
528,802,1330
250,38,288
662,206,868
268,445,713
833,474,1307
852,104,956
505,704,1209
84,213,297
194,178,372
164,307,438
647,747,1394
684,550,1234
245,460,705
86,579,665
738,552,1290
277,860,1137
521,454,975
972,606,1578
40,929,969
953,625,1578
849,625,1474
929,560,1489
170,397,567
281,792,1073
431,485,916
853,855,1708
817,62,879
473,51,492
529,993,1522
712,84,796
518,953,1471
755,857,1612
653,505,1158
959,203,1162
741,987,1728
70,570,640
605,680,1285
774,269,1043
436,886,1354
829,156,985
981,109,1090
25,697,722
361,1,362
679,608,1287
257,237,494
294,47,341
977,216,1193
329,407,736
390,948,1338
961,603,1564
2,158,160
991,884,1875
640,594,1234
53,946,999
673,114,787
563,296,859
358,327,680
76,206,282
43,981,1024
929,749,1678
295,36,331
261,420,640
42,364,406
294,614,908
308,914,1222
67,209,276
930,271,1201
550,363,913
360,671,1031
379,815,1194
257,409,666
376,695,1071
233,642,875
709,284,993
887,525,1412
277,789,1105
456,141,597
945,824,1769
107,627,734
470,470,940
588,21,609
360,523,883
729,893,1622
219,901,1120
808,167,975
72,485,557
938,823,1761
291,922,1213
80,869,949
288,980,1268
132,373,505
625,979,1569
13,825,838
328,901,1229
270,984,1254
945,388,1333
8,756,764
764,906,1670
308,111,462
887,160,1047
824,791,1615
512,265,777
783,175,958
151,209,360
454,125,579
799,963,1762
961,923,1884
284,195,479
421,230,651
424,977,1401
872,171,1092
104,29,133
9,894,903
210,129,339
600,612,1212
578,637,1215
427,75,502
621,715,1336
711,915,1626
123,281,404
19,119,138
138,63,201
145,97,242
533,907,1440
980,144,1124
411,322,733
533,559,1092
555,836,1391
646,826,1472
887,186,1073
594,598,1192
107,771,878
909,316,1225
559,848,1407
228,479,707
6,514,520
382,806,1188
244,680,924
77,860,937
452,603,1055
696,315,1011
199,764,963
434,851,1285
62,148,210
868,795,1663
851,508,1359
122,189,311
82,583,665
551,926,1508
207,959,1166
908,45,934
705,850,1555
867,936,1803
478,281,794
841,900,1741
525,394,919
893,578,1471
652,10,662
322,96,418
727,306,1033
611,710,1321
690,824,1514
483,760,1243
747,971,1718
900,460,1360
120,17,137
293,39,332
606,410,1016
165,793,958
391,345,736
986,247,1233
344,553,897
465,4,469
147,385,532
974,515,1489
747,687,1434
350,893,1243
844,317,1161
812,925,1737
47,176,223
544,354,898
467,828,1295
954,95,1049
587,135,722
67,15,45
28,868,896
343,856,1199
720,839,1559
457,912,1369
575,276,851
529,799,1328
417,265,697
776,48,824
875,934,1759
213,177,380
859,247,1106
845,798,1643
392,782,1174
926,856,1782
603,14,617
507,234,741
955,1,956
756,569,1325
545,829,1374
17,298,315
199,999,1198
9,165,174
81,533,614
53,144,197
399,275,674
464,48,512
638,796,1434
89,103,192
249,565,814
222,597,819
677,745,1422
795,115,910
674,734,1408
814,731,1545
671,182,823
80,511,591
615,950,1565
949,676,1625
254,426,680
659,421,1080
534,966,1500
19,831,850
198,943,1141
486,222,708
597,413,1010
200,793,993
359,66,425
597,297,936
651,974,1625
480,977,1457
770,276,1046
124,519,643
929,687,1616
280,147,427
934,21,955
362,507,893
199,461,660
628,497,1125
279,883,1162
136,370,506
325,775,1100
869,184,1053
797,804,1601
528,505,1033
494,420,914
202,947,1149
4,722,726
139,324,463
827,208,1035
103,643,746
652,623,1275
936,972,1908
289,444,733
493,674,1167
650,249,899
104,512,616
664,752,1416
357,649,1006
155,352,507
150,683,833
645,599,1244
557,884,1441
889,962,1851
9,688,697
86,747,818
880,433,1313
47,952,999
984,649,1633
477,48,525
177,847,1024
711,164,875
268,518,786
383,862,1245
644,484,1128
787,532,1319
974,173,1147
548,645,1193
407,864,1271
214,511,725
753,985,1738
90,384,474
48,619,684
159,80,239
352,580,932
283,38,350
792,760,1552
83,967,1050
520,319,839
702,947,1663
284,17,301
901,725,1626
766,194,960
563,12,575
280,337,617
807,908,1715
638,72,710
875,413,1288
19,536,594
896,943,1839
989,361,1350
317,482,799
856,525,1419
878,60,938
247,418,665
838,6,884
218,551,769
327,238,567
709,695,1404
278,992,1270
924,330,1254
988,935,1923
652,882,1534
177,411,588
950,700,1650
726,151,877
116,262,378
628,922,1515
395,308,698
216,550,766
966,592,1558
416,57,473
93,814,907
863,275,1138
861,440,1301
616,378,994
144,261,448
43,825,868
192,16,208
567,29,622
142,395,537
443,437,880
736,181,917
403,434,837
787,156,943
272,78,350
234,401,635
132,439,614
80,48,128
35,644,679
140,928,1068
951,621,1572
804,407,1211
545,16,561
358,199,557
184,676,860
523,936,1459
57,248,305
44,850,894
532,474,1006
199,854,1053
710,257,967
780,751,1531
825,520,1345
56,830,886
355,853,1208
744,651,1395
62,249,332
840,887,1727
530,98,628
839,897,1736
128,836,964
983,405,1388
58,35,93
430,63,493
242,584,826
483,328,811
855,594,1449
491,231,722
956,856,1812
52,432,484
196,847,1091
56,710,766
970,325,1295
760,555,1315
427,729,1156
854,876,1730
373,752,1125
299,632,931
191,390,581
709,612,1321
63,928,991
210,654,864
603,322,925
443,744,1187
748,195,943
254,404,658
548,586,1134
689,342,1031
224,398,622
861,828,1689
437,663,1100
522,378,900
864,301,1165
306,400,706
452,526,978
281,154,435
326,679,1005
979,968,1947
856,770,1626
455,429,884
122,622,744
937,222,1159
9,111,120
359,695,1054
90,46,136
595,537,1132
621,362,983
760,47,836
787,283,1070
135,529,664
307,530,837
520,957,1477
122,41,187
913,919,1832
880,825,1705
934,932,1905
352,687,1039
833,808,1641
588,895,1483
230,555,785
387,661,1048
68,471,539
157,779,936
821,324,1145
985,34,1016
870,259,1129
246,335,581
748,231,979
807,269,1076
7,307,314
851,937,1788
867,432,1299
495,421,916
171,852,1023
437,591,1028
190,349,539
161,671,832
263,626,889
661,809,1504
280,749,998
194,790,984
91,172,263
367,879,1246
982,18,1042
975,338,1326
332,768,1100
180,639,819
985,959,1944
128,714,842
822,377,1199
186,377,563
336,424,745
360,628,988
645,580,1225
117,107,224
451,504,955
192,386,626
472,239,711
800,801,1601
218,141,359
28,181,209
701,467,1168
300,703,1003
149,181,330
950,927,1877
659,432,1091
543,384,927
242,118,360
635,238,873
34,101,135
835,679,1514
522,842,1364
404,269,673
306,38,344
591,132,723
906,8,914
45,127,180
471,558,1029
169,760,929
578,965,1540
14,751,783
467,358,825
947,752,1699
9,48,57
933,808,1741
927,293,1220
343,590,933
430,523,953
578,132,710
765,765,1530
736,549,1314
859,141,1000
679,819,1498
325,283,608
215,359,574
92,893,985
916,828,1744
377,118,495
525,807,1332
661,132,793
513,260,773
754,7,761
811,786,1597
346,902,1248
222,850,1072
89,470,559
344,824,1168
972,552,1524
667,867,1534
226,37,221
47,77,124
690,49,739
536,815,1351
253,538,791
236,157,393
35,952,987
666,760,1426
448,456,904
852,522,1374
351,796,1147
472,747,1219
411,56,467
825,480,1305
334,111,445
390,647,1037
206,786,992
271,798,1069
572,557,1129
920,454,1374
968,624,1592
694,955,1649
499,686,1185
134,557,691
433,793,1223
429,554,976
892,176,1068
706,618,1324
778,379,1157
468,28,496
429,435,864
969,422,1391
298,6,304
419,336,755
751,162,913
563,653,1216
45,137,161
368,526,912
961,103,1064
372,769,1141
319,590,909
418,53,471
648,822,1470
777,334,1111
4,530,534
593,631,1224
824,935,1759
176,601,777
15,886,901
727,357,1084
846,251,1097
657,366,1023
673,967,1640
471,614,1058
732,610,1342
247,597,885
941,403,1344
862,700,1562
183,258,441
832,842,1674
547,59,606
980,242,1222
516,596,1112
167,405,572
303,86,389
962,91,1053
453,77,530
825,555,1380
94,41,139
712,70,782
726,649,1375
458,976,1434
700,468,1168
812,357,1169
936,430,1366
45,843,888
507,258,760
431,469,900
225,803,1028
861,925,1786
680,282,962
544,58,602
687,649,1336
975,661,1656
83,30,113
281,959,1240
515,232,747
175,871,1046
881,637,1518
560,761,1321
625,142,767
341,796,1137
206,326,532
804,873,1677
823,415,1238
993,195,1188
282,678,960
740,496,1236
729,957,1686
729,797,1526
738,705,1443
164,753,917
360,90,450
36,97,133
354,209,563
378,678,1056
453,321,774
224,32,218
985,663,1607
404,239,616
14,760,774
348,379,727
102,149,251
214,153,367
821,740,1561
374,236,610
577,963,1540
618,71,689
327,189,516
484,937,1421
939,154,1093
109,361,470
833,599,1432
929,807,1736
991,391,1382
532,198,730
125,435,560
837,346,1183
32,926,958
675,363,1038
707,629,1336
502,393,895
539,804,1343
34,206,240
831,785,1616
359,996,1355
210,591,801
661,104,765
221,784,1005
493,531,982
732,267,999
156,467,623
289,264,553
402,816,1218
82,140,222
753,274,1027
323,693,1016
669,979,1606
412,218,630
958,545,1503
479,57,536
659,123,733
577,3,580
135,286,373
252,758,1010
136,466,602
293,825,1118
241,699,940
405,405,810
263,192,455
565,445,1010
213,583,796
95,942,1037
165,735,885
354,659,1013
897,55,952
409,80,489
226,731,957
612,484,1054
685,581,1266
588,755,1325
206,578,784
547,595,1142
883,211,1119
391,927,1318
719,10,729
405,686,1091
203,492,695
487,743,1267
107,944,1051
268,547,815
216,587,803
903,520,1423
366,179,545
894,924,1818
101,153,254
394,498,892
174,426,600
446,412,858
921,997,1918
542,222,764
282,981,1263
955,699,1654
950,156,1106
255,498,715
722,370,1092
938,925,1827
143,92,235
648,790,1438
612,166,778
307,288,595
731,946,1677
70,313,383
31,353,384
287,283,522
553,912,1465
211,365,576
288,256,544
151,925,1076
201,450,651
907,368,1275
460,566,1059
451,778,1229
361,382,743
690,837,1527
116,486,602
212,7,219
669,217,847
341,160,501
453,390,843
447,384,831
710,395,1105
508,277,785
159,314,473
422,199,621
429,930,1359
478,173,651
299,808,1107
146,10,156
513,534,1047
342,191,533
454,19,473
370,607,977
357,417,774
664,242,906
626,611,1237
641,287,928
969,930,1859
562,116,678
442,847,1289
612,486,1098
457,782,1239
247,104,351
425,975,1400
260,11,271
864,268,1132
326,365,691
621,729,1350
369,616,985
259,727,986
84,39,123
662,35,677
268,76,344
176,329,505
841,708,1549
608,935,1543
349,997,1346
494,94,588
262,457,719
159,535,694
401,511,912
412,184,596
661,240,901
576,44,620
174,336,541
715,816,1531
494,97,591
216,446,637
52,205,257
798,967,1765
476,753,1229
886,857,1743
317,369,686
944,988,1932
33,770,803
789,19,808
861,182,1043
591,390,981
563,181,744
278,78,356
189,963,1152
1,801,802
877,139,1016
30,658,688
278,832,1110
509,981,1490
732,149,881
844,44,888
349,160,509
415,639,1054
273,983,1256
149,330,479
770,644,1414
49,823,872
255,525,780
765,112,877
119,881,1000
806,163,969
707,615,1322
246,961,1211
643,77,720
760,768,1528
811,58,869
979,288,1267
58,494,552
194,6,161
943,684,1627
957,840,1797
778,501,1279
692,692,1384
418,578,996
55,718,773
788,835,1623
479,102,603
829,672,1501
354,570,924
863,170,1033
998,337,1335
100,409,509
211,334,545
734,659,1393
598,144,696
729,973,1702
990,83,1073
217,275,492
665,961,1626
953,386,1339
633,435,1068
42,822,864
747,797,1544
371,755,1126
