X,Y,sum
204,915,1119
889,433,1322
465,151,616
669,634,124
117,330,447
871,292,1163
203,976,1179
811,36,847
434,823,1257
376,0,376
195,83,278
110,485,595
580,14,594
412,403,539
259,678,937
819,472,1291
48,544,592
156,815,971
307,17,324
404,164,568
131,719,656
292,538,830
65,383,448
122,428,550
536,8,544
198,36,234
829,316,1145
805,25,830
530,16,546
495,945,1440
660,90,750
788,585,1373
719,411,1130
530,303,833
962,264,697
470,842,1312
910,417,1327
517,283,800
929,33,962
421,447,868
68,872,940
562,331,48
245,824,1069
316,638,954
806,545,1351
997,27,1024
47,261,308
160,264,424
212,587,799
251,970,1221
114,302,416
435,21,456
916,0,916
571,468,1039
818,415,1233
730,660,1390
381,870,1251
47,53,100
364,633,524
743,45,788
950,50,1000
753,454,1207
173,193,366
725,971,1696
886,509,1395
513,745,1258
945,734,1679
137,905,1042
160,777,937
67,134,201
305,601,906
641,219,860
93,346,439
330,740,1070
442,191,633
181,825,1006
730,247,977
185,319,504
839,588,1427
244,536,330
758,369,1127
674,245,919
82,16,98
593,696,1289
764,371,1135
445,581,1026
932,145,1077
344,979,1323
626,299,925
422,737,1159
394,280,674
17,87,104
355,42,397
986,163,1149
437,926,1363
670,486,1156
725,671,1396
311,622,933
686,380,1066
224,312,536
227,675,902
439,319,758
81,275,607
604,441,1045
162,440,602
601,383,984
160,739,899
410,180,590
948,897,1845
969,295,1264
801,237,388
980,980,1960
288,78,366
41,291,332
300,203,503
316,445,761
104,858,962
598,930,1528
502,478,980
857,189,1046
306,811,579
169,817,986
545,580,1125
985,220,1205
618,950,1568
224,67,291
901,274,1175
608,775,1383
359,463,822
634,531,1165
834,297,1131
783,420,1203
421,249,376
462,192,654
660,768,1428
888,67,955
636,715,1351
945,352,1297
113,459,572
945,329,1274
538,357,895
317,988,1305
564,977,1541
264,625,889
672,942,3
867,400,1267
743,750,1493
161,241,402
35,181,216
231,854,1085
981,772,167
29,830,859
387,626,1013
737,458,1195
33,67,100
453,507,960
827,601,1428
884,153,1037
488,824,250
894,907,1801
203,740,943
997,249,1246
291,926,1217
152,717,869
694,926,1620
99,344,443
833,89,922
368,228,596
477,971,1448
900,471,1371
408,810,1218
574,307,881
466,782,1248
785,590,1375
357,326,683
537,28,565
472,408,880
460,591,1051
147,762,909
273,532,805
706,289,995
320,703,1023
774,628,375
332,706,1038
241,913,1154
136,752,728
106,699,805
607,229,836
941,243,1184
504,934,1438
677,290,967
296,530,826
264,462,726
810,726,1536
148,109,257
718,242,960
737,114,851
814,110,924
430,820,1250
199,942,1141
506,410,916
277,753,1030
410,797,1207
474,721,1195
40,262,302
967,64,1031
287,900,1187
328,649,977
372,608,980
213,789,1002
924,125,1049
181,77,258
452,232,684
165,225,390
382,373,755
604,368,889
274,748,1022
148,835,983
131,175,306
336,242,578
135,95,230
697,812,1509
321,598,919
690,422,1112
316,784,1100
63,833,896
436,373,809
976,861,1837
259,80,339
948,264,1212
114,374,488
835,717,1552
287,71,358
326,719,1045
712,109,821
58,432,490
119,389,508
494,516,1010
88,714,802
153,682,835
301,763,833
545,332,877
93,774,867
745,487,1232
524,981,957
718,938,1656
801,35,836
910,224,1134
808,422,1230
753,510,874
185,115,300
654,710,1364
382,888,1270
131,422,553
1000,856,1856
497,709,1206
722,54,776
608,183,791
829,625,1454
115,749,864
511,17,528
766,446,1212
8,558,566
264,48,312
311,253,564
195,912,1107
593,181,774
703,991,1694
565,841,1406
815,717,1532
963,688,1651
672,604,1276
251,633,884
491,777,1268
826,396,1222
655,204,859
545,53,340
116,498,614
406,203,609
54,326,380
163,941,1104
648,281,929
102,340,442
764,652,1416
837,783,1620
775,379,1154
147,141,288
991,935,1926
810,674,1484
715,449,1164
176,885,1061
219,788,1007
349,133,482
341,602,943
431,132,563
943,225,1168
331,811,1142
331,379,710
492,955,1447
900,731,1631
227,680,907
104,991,1095
644,582,1226
639,465,1104
760,32,792
648,185,833
423,664,1087
339,572,911
259,715,974
511,929,1440
751,944,1695
546,738,1284
877,967,1844
389,31,420
507,894,1401
496,990,1486
351,348,699
877,496,1373
664,288,952
111,769,880
105,617,722
268,900,1168
739,523,1262
657,846,1503
670,411,1081
184,561,745
236,65,301
887,360,1247
183,511,694
247,274,521
506,132,638
655,563,1218
19,355,374
384,738,1122
609,181,790
883,468,1351
282,507,789
157,208,365
739,33,772
668,966,1634
407,730,1137
252,486,237
817,226,1043
657,158,815
305,422,727
20,614,634
270,414,684
502,668,1170
767,378,1145
949,335,1284
589,161,750
213,49,262
540,712,1252
917,543,1460
549,621,1170
386,451,837
374,292,666
257,85,342
367,490,857
169,47,216
832,271,1103
556,611,1167
665,609,1274
162,874,1036
608,148,756
997,94,1091
396,778,1174
846,936,1782
686,862,1548
751,524,1275
449,286,735
198,346,544
268,723,991
566,728,1294
795,30,825
240,332,572
32,33,65
442,10,452
200,291,491
751,378,1129
58,3,61
371,51,422
51,904,955
799,470,1269
376,902,1278
902,786,1688
811,291,1102
456,121,577
585,695,1280
575,919,1494
102,356,458
681,208,889
986,484,979
859,967,1826
534,653,1187
887,671,1558
652,467,1119
308,812,1120
712,692,871
504,582,1086
403,946,1349
753,69,29
883,619,1502
36,47,83
892,524,1416
620,645,1265
6,737,743
0,287,287
869,890,1759
92,293,385
878,766,1644
368,368,736
355,157,512
618,52,670
812,812,1624
718,904,1622
157,580,737
213,602,815
8,657,665
275,721,996
680,2,682
419,660,1079
490,189,679
533,546,1079
103,644,747
387,236,623
435,910,1345
79,902,981
18,713,731
709,386,1095
112,870,982
734,777,1511
655,173,828
393,398,791
457,626,1083
845,320,1165
738,33,771
454,686,1140
267,12,279
822,861,1683
21,559,580
422,576,998
177,516,693
887,460,1347
316,814,1130
603,719,1322
745,419,1164
650,615,1265
660,417,1077
397,961,1358
266,998,1264
340,128,468
62,126,188
369,544,913
438,112,550
904,680,1584
220,647,867
972,652,1624
963,522,1485
640,327,683
938,652,1590
747,473,43
850,434,1284
352,426,778
183,289,186
590,403,993
525,467,992
669,421,1090
677,33,710
417,413,830
649,952,626
401,268,669
203,380,583
898,906,1804
765,952,1717
40,180,220
796,617,1413
685,496,1181
107,792,899
143,735,878
200,82,282
975,913,1888
302,659,541
357,121,478
169,98,267
661,808,1469
784,485,1269
831,209,1040
20,451,471
372,166,979
870,89,959
40,110,150
566,667,1233
561,446,1007
706,409,1115
608,935,1543
963,336,118
4,483,487
710,223,933
478,883,1361
445,744,1189
400,422,822
478,500,978
438,701,1139
761,912,1673
2,772,774
447,15,462
525,789,1314
727,881,1608
82,96,178
762,548,1310
493,328,149
947,943,1890
134,974,1108
797,446,1243
464,823,467
666,8,674
962,828,1790
0,633,633
549,324,873
107,325,432
740,930,1670
873,999,1872
712,192,904
60,203,263
204,143,347
852,913,1765
197,619,816
483,356,839
411,42,453
751,425,1176
881,468,1349
825,832,1657
94,302,396
549,269,818
249,652,901
959,102,1061
360,868,1228
601,625,1226
744,219,963
54,933,987
377,197,574
394,932,1326
178,518,696
212,507,719
811,746,1557
120,643,763
490,508,998
693,98,791
827,883,1710
387,365,752
934,449,1383
934,591,1525
651,921,1572
321,295,616
506,976,1482
498,659,1157
107,875,982
648,335,983
605,379,984
246,135,381
860,151,1011
65,285,350
556,337,893
154,584,738
337,971,752
744,348,1092
872,200,1072
118,18,136
141,896,1037
175,976,1151
740,68,808
665,875,1540
877,530,1407
18,88,106
406,733,1139
520,971,1491
209,455,664
483,859,1342
61,282,343
421,364,785
731,657,1388
342,200,542
729,53,782
792,336,1128
780,76,856
221,316,537
968,502,1470
847,13,860
372,27,399
274,552,826
343,806,1149
678,904,1582
531,187,718
179,460,639
965,969,1934
842,758,1600
330,670,1000
14,469,483
226,211,437
436,326,762
778,123,901
77,228,305
664,982,1646
508,452,960
365,638,417
60,973,1033
885,958,1843
265,408,673
561,977,1538
501,703,609
298,701,999
197,367,564
535,169,704
265,275,540
463,694,1157
202,282,484
332,424,756
762,632,1394
386,671,1057
511,873,1384
347,882,1229
428,417,845
742,706,1448
243,549,792
785,429,1214
528,238,766
546,334,880
117,756,873
146,72,218
838,732,1570
71,552,623
747,257,1004
814,858,1672
425,469,894
723,673,231
553,934,1487
659,115,774
400,985,1385
889,435,1324
485,957,1442
502,655,470
566,726,1292
392,509,901
55,120,175
867,417,1284
90,30,911
763,695,1458
209,649,858
906,267,1173
418,842,1260
807,846,1653
862,510,1372
617,59,676
931,166,1097
893,789,1682
539,952,1491
855,329,1184
33,329,362
207,836,1043
177,591,768
317,796,1113
676,73,749
976,595,1571
970,670,256
529,320,930
825,825,1650
354,116,470
757,120,877
706,354,1060
182,262,444
713,75,788
187,805,359
548,856,1404
159,302,461
616,873,1489
456,842,1298
157,843,1000
507,367,874
469,67,536
159,445,604
379,742,1121
763,803,270
192,585,777
670,778,1448
92,504,596
536,995,1531
476,347,823
702,808,1510
228,336,564
527,630,1157
860,805,1665
91,276,367
746,758,1504
968,204,1172
894,832,1726
451,569,1020
337,754,1091
322,955,1277
101,326,427
258,610,868
917,577,1494
913,973,1886
454,354,808
615,588,1203
476,991,1467
780,570,1350
948,685,1633
122,132,254
54,203,257
220,733,953
181,358,539
922,359,1281
778,744,1522
823,947,1770
324,790,1114
78,776,854
776,737,842
286,967,1253
485,112,597
935,342,1277
481,263,744
355,287,642
982,300,1282
32,822,854
445,217,662
1000,341,1341
41,376,417
761,469,1230
923,633,1556
33,553,586
713,379,1092
439,228,667
850,127,977
500,385,885
824,125,949
474,988,1462
333,870,1203
1,770,771
879,374,1253
839,192,1031
993,613,1606
613,291,904
453,444,897
843,761,1604
29,378,407
374,732,1106
843,992,1835
515,149,664
343,995,1338
983,173,1156
426,593,1019
921,277,1198
385,900,1285
912,589,1501
550,15,565
806,46,852
115,899,1014
962,829,1791
881,515,1396
225,786,1011
323,369,692
461,230,691
328,248,576
278,75,353
374,730,1104
877,54,931
200,211,411
732,797,1529
216,583,799
85,705,790
667,29,696
910,316,1226
885,90,975
931,742,1673
742,478,1220
584,328,912
462,876,1338
946,5,951
190,433,623
616,721,1337
617,640,1257
783,910,1693
893,528,1421
735,848,1583
231,865,1096
966,537,1503
9,626,635
911,472,1383
160,614,774
832,833,1665
674,494,1168
10,444,454
723,190,913
191,523,714
624,263,887
227,823,1050
216,198,414
148,554,702
736,869,1605
757,118,875
200,234,434
603,671,1274
191,723,914
27,186,213
533,470,1003
456,648,1104
142,156,298
581,567,1148
328,160,488
864,305,1169
899,385,1284
721,398,1119
331,959,343
828,752,83
998,573,1571
829,54,883
989,489,1478
402,704,1106
563,751,1314
153,61,214
743,865,1608
785,368,1153
168,208,376
125,390,515
439,354,793
453,368,821
572,233,805
294,59,353
657,849,1506
577,275,852
637,833,1470
152,561,713
581,354,935
896,263,1159
546,224,770
393,305,698
88,994,1082
618,635,1253
272,956,1228
19,792,811
3,359,362
333,390,723
150,316,466
880,287,1167
501,507,1008
300,752,1052
558,718,1276
35,106,141
974,499,1473
986,879,1865
354,868,1222
413,1000,1413
793,663,1456
280,195,475
297,753,1050
127,21,148
480,733,1213
707,65,29
87,286,373
163,876,1039
934,683,1617
157,174,331
35,54,89
297,599,896
215,106,321
38,709,747
702,523,1225
92,797,889
115,192,307
935,764,1699
525,471,996
704,821,1525
268,803,1071
669,201,870
130,484,614
928,957,1885
7,903,910
115,338,453
931,447,1378
110,59,169
156,303,459
435,347,782
114,357,471
478,829,1307
746,700,1446
648,637,1285
602,789,1391
810,552,1362
997,368,1365
853,963,1816
252,835,919
872,950,1822
951,594,1545
219,243,462
940,23,963
148,158,306
976,929,1905
712,926,1638
310,692,1002
136,835,971
391,460,851
36,987,1023
231,642,873
613,447,1060
481,377,858
976,94,1070
823,88,911
84,27,111
86,397,483
632,181,813
337,882,1219
591,509,1100
609,778,1387
123,295,418
45,746,791
318,683,1001
537,957,1494
525,106,631
94,164,258
878,591,1469
153,891,1044
416,914,1330
123,73,196
107,646,753
145,698,843
521,305,521
399,382,781
256,280,536
291,105,362
922,117,1039
800,767,1567
20,642,662
173,855,1028
594,904,1498
151,519,670
148,772,920
448,129,577
331,233,564
754,782,451
16,903,919
170,867,1037
538,447,985
890,746,1636
180,584,764
204,187,391
477,328,805
972,181,1153
766,237,1003
637,170,807
243,688,931
11,275,286
968,758,1726
283,608,891
110,985,1095
952,167,1119
649,20,669
45,807,852
471,482,953
445,543,988
35,487,522
909,789,1698
536,530,1066
33,927,960
112,23,135
112,17,129
111,291,402
547,812,1359
713,446,1159
6,307,313
689,442,1131
311,897,1208
805,749,1554
75,555,630
790,708,1498
90,346,436
223,384,607
239,382,65
783,39,822
196,73,269
379,152,531
796,605,1401
939,538,1477
426,601,1027
344,826,1170
388,801,1189
921,472,1393
103,151,254
543,847,1390
882,291,1173
67,245,990
660,500,1160
318,549,867
665,633,1298
174,361,535
583,798,1381
196,522,718
747,738,1485
608,677,1285
241,20,261
434,365,799
21,660,681
946,68,1014
722,22,744
730,235,965
991,35,1026
927,625,1552
478,771,1249
642,659,1301
646,718,1364
498,928,1426
364,80,444
655,421,1076
543,799,1342
562,647,1209
823,926,1749
45,903,948
2,989,991
740,863,1603
308,284,592
826,446,1272
754,77,831
451,477,928
643,904,1547
624,630,1254
533,704,1237
150,663,813
54,768,822
487,624,1111
244,371,615
564,417,981
230,863,1093
411,955,1366
888,198,1086
889,639,1528
963,93,1056
836,90,926
261,958,432
85,194,279
534,471,1005
782,193,975
976,566,1542
988,339,1327
447,382,829
569,518,1087
673,708,1381
845,984,1829
638,159,797
741,661,1402
792,545,1337
745,976,1721
81,849,930
540,308,848
386,637,134
309,157,466
240,70,793
861,903,43
932,705,531
825,467,1292
234,32,266
588,161,749
254,54,308
533,405,834
132,904,1036
541,626,1167
857,557,1414
156,200,282
172,763,935
224,81,305
842,340,1182
600,206,661
927,794,1721
413,289,702
949,575,1524
266,753,1019
541,166,707
634,580,1214
996,591,1587
370,712,1082
347,623,970
142,578,720
925,595,1520
497,103,600
898,303,1201
806,58,864
453,679,1132
806,241,1047
154,963,1117
46,329,375
983,254,1237
11,304,315
660,443,1103
318,890,1208
852,189,1041
881,535,1416
153,130,283
152,648,800
697,954,1651
631,625,1256
872,532,1404
102,88,190
521,106,627
55,44,99
997,149,1146
719,197,916
627,564,1191
235,49,284
928,800,1728
921,522,305
271,580,851
691,475,1166
894,934,1828
35,699,734
438,393,831
489,973,1462
506,75,581
18,33,51
275,753,1028
649,740,1389
192,856,1048
385,748,1133
851,63,914
151,447,598
226,556,782
326,363,689
253,736,989
291,933,1224
471,464,935
337,964,1301
433,267,700
996,993,1989
630,997,1627
26,833,859
663,762,1425
336,153,489
196,384,580
964,488,1452
74,221,295
806,703,1509
937,937,1874
432,897,1329
768,449,1217
59,507,566
97,163,260
382,556,938
975,681,1656
695,519,1214
678,459,1137
125,500,625
457,839,1296
434,856,1290
377,488,865
569,202,771
594,143,737
725,804,1529
449,620,1069
521,670,1191
28,532,560
137,676,813
154,36,190
774,740,1514
379,195,574
771,480,1251
704,466,1170
672,571,1243
732,598,1330
45,299,344
625,298,923
555,221,776
276,503,779
696,66,762
442,554,996
69,417,486
120,140,260
841,114,955
517,68,585
91,647,738
960,481,1441
827,521,1348
103,633,736
245,846,1091
338,217,555
362,788,1150
26,272,298
504,795,1299
188,909,1097
111,661,772
431,439,870
50,201,251
882,185,1067
53,769,822
41,28,69
47,983,1030
777,427,1204
690,323,1013
263,345,608
735,116,1000
729,944,1673
989,434,1423
872,848,1720
668,669,1337
648,867,1515
884,561,1445
742,480,1222
6,466,472
336,569,905
473,787,1260
457,240,697
626,686,1312
834,855,1689
403,300,703
329,774,1103
778,7,785
96,462,558
376,312,688
856,878,1734
816,837,1653
547,387,934
740,404,1144
934,243,1177
505,652,1157
576,783,1359
114,748,862
753,61,814
241,855,1096
607,48,655
945,383,1328
978,977,1955
542,266,808
268,193,461
82,603,685
129,551,285
74,490,564
559,771,1330
44,374,418
48,880,928
50,784,834
111,328,224
181,764,945
186,678,864
346,379,725
299,417,716
708,192,900
784,458,1242
221,2,223
865,136,1001
328,890,1218
330,462,792
564,518,1082
113,638,751
164,788,952
90,803,893
159,887,1046
589,493,1082
204,268,472
467,788,1255
832,551,1383
697,100,797
537,678,1215
185,97,282
444,216,660
279,672,951
480,604,1084
912,685,1597
112,13,125
473,610,1083
594,280,874
357,412,769
276,268,544
456,183,639
856,962,1818
745,434,1179
990,992,1982
673,627,1300
882,663,1545
383,645,1028
956,613,1569
499,999,1498
504,260,764
397,548,945
780,857,1637
326,809,1135
828,108,936
64,447,511
228,143,371
815,978,1793
468,413,881
923,923,1846
418,934,1352
448,641,1089
702,477,1179
892,397,1289
812,597,1409
372,2,374
751,318,1069
647,408,1055
247,367,614
666,365,1031
320,572,892
534,509,1043
231,578,809
92,756,848
240,785,1025
554,9,563
233,333,773
186,598,784
719,372,1091
10,411,421
978,572,1550
160,300,460
412,553,965
112,857,969
707,706,1413
974,523,1497
198,903,1101
295,69,364
805,307,1112
890,790,1680
545,92,637
217,572,789
424,670,1094
547,639,1186
294,423,717
893,890,1783
178,400,578
369,526,895
336,228,564
511,474,985
195,335,530
555,51,606
176,851,1027
802,468,1270
119,407,526
693,135,828
204,974,1178
887,900,1787
586,964,1550
249,970,1219
561,733,1294
242,156,398
171,970,1141
829,45,874
305,266,571
181,374,555
252,789,466
463,458,921
359,156,515
471,529,1000
139,188,327
577,834,1411
670,765,1435
5,693,698
361,827,322
987,890,1877
641,311,952
522,250,772
54,810,864
838,577,1415
949,259,1208
170,15,185
298,409,707
772,498,1270
479,742,1221
65,813,878
819,262,1081
474,365,839
202,538,740
390,353,743
481,109,590
37,347,384
592,489,1081
750,346,1096
303,102,405
256,851,1107
763,473,1236
672,535,1207
980,125,1105
232,92,324
376,111,487
526,488,1014
995,256,1251
502,465,967
813,474,1287
243,699,942
108,625,733
499,575,1074
692,126,818
86,418,504
211,430,641
181,873,1054
549,935,1484
644,747,1391
799,771,1570
76,8,84
261,134,395
800,988,1788
503,136,639
455,575,670
273,609,882
712,837,1549
460,613,1073
861,878,1739
846,981,1827
681,709,794
563,237,800
166,492,60
76,81,157
863,424,1287
690,127,817
584,836,1420
746,465,1211
722,164,886
878,685,1563
665,150,815
513,187,700
47,867,914
794,885,544
108,323,431
318,105,423
146,836,982
411,29,440
634,811,1445
789,541,1330
264,307,571
309,244,553
796,198,994
148,550,698
961,278,1239
847,816,1663
15,957,196
97,376,473
544,169,713
249,725,974
904,326,1230
430,886,1316
954,557,1511
191,3,476
256,792,1048
906,151,1057
913,78,991
296,725,1021
5,736,741
429,134,563
747,191,938
927,432,1359
624,787,1411
783,23,806
170,79,249
793,828,1621
175,97,272
825,771,1596
620,966,1586
671,29,700
526,817,1343
468,434,902
403,290,693
851,290,1141
971,682,1653
812,846,1658
231,21,252
460,940,1400
164,899,1063
183,543,726
577,641,1218
549,587,1136
999,756,1755
824,571,1395
249,255,504
393,245,632
806,556,1362
773,199,972
200,13,213
780,23,803
884,378,1262
75,654,729
970,309,1279
214,535,749
156,814,970
883,464,1347
234,596,830
775,585,1360
267,519,786
879,134,1013
504,750,1254
630,54,684
855,583,1438
164,690,854
756,658,1414
546,611,1157
479,942,1421
110,468,578
746,465,1211
600,726,1326
284,912,1196
452,232,684
266,775,1041
224,486,710
219,963,1182
169,485,654
143,522,665
308,932,35
775,409,1184
959,36,995
940,761,1701
304,334,638
403,315,718
18,563,581
196,358,554
788,740,1528
435,964,673
840,132,972
806,88,894
128,228,356
331,776,1107
874,135,1009
117,676,793
236,330,566
309,28,337
662,439,1101
682,254,936
510,932,1442
686,824,1510
635,210,845
781,874,1655
692,1000,1692
749,123,872
835,282,1117
548,749,1297
711,672,1383
349,744,1093
891,355,1246
601,467,1068
726,443,1169
142,133,275
352,584,936
800,268,692
966,29,995
243,32,275
851,432,1283
151,740,891
454,220,674
16,155,171
780,566,1346
147,982,1129
519,64,583
855,10,865
12,175,187
229,65,294
262,80,342
413,816,1229
116,129,245
131,33,164
521,94,615
856,450,1306
584,100,684
608,332,940
744,571,1315
236,338,574
159,440,599
419,968,1387
758,785,1543
344,546,890
626,182,808
444,569,1013
33,805,838
439,391,830
153,153,306
918,364,1282
879,218,1097
209,647,856
298,144,442
519,378,897
606,651,1257
461,454,915
201,858,1059
67,269,215
459,64,523
564,982,1546
602,101,703
51,311,362
52,336,388
788,202,990
558,932,1490
102,317,419
737,447,598
851,863,1714
43,238,281
234,352,586
247,687,934
52,255,307
235,498,733
584,382,966
338,673,1011
769,771,1540
460,324,784
366,155,628
617,344,961
630,45,691
599,115,714
652,839,1491
127,745,872
103,698,801
512,768,1280
75,120,195
387,370,757
480,19,499
77,53,130
372,377,749
805,989,1794
574,365,939
534,574,1108
719,52,771
685,482,1167
748,912,1660
909,521,1430
985,742,1727
250,507,757
490,326,816
892,487,1379
777,69,846
809,478,1287
333,982,1315
294,903,1197
976,812,1788
130,899,1029
358,617,975
77,989,1066
267,413,680
804,361,1165
414,997,1411
692,430,1122
820,477,1297
241,926,1167
929,605,1534
571,147,718
559,463,1022
717,212,929
12,85,97
262,732,994
175,827,1002
395,363,758
282,325,607
259,3,190
112,888,1000
762,731,1493
225,709,934
284,188,472
526,845,1371
731,734,157
388,503,891
513,553,1066
749,697,1446
160,24,184
909,188,1097
91,577,668
83,316,693
936,279,1215
752,717,1469
747,991,1738
229,446,675
398,299,697
39,708,747
215,64,359
180,696,876
42,815,857
337,423,760
55,275,330
863,76,939
970,600,1570
220,402,622
589,262,851
586,245,831
625,634,1259
605,948,1553
823,909,1732
590,320,910
976,926,1902
980,945,1925
196,365,112
908,644,1552
730,272,1002
794,610,1404
986,99,1085
354,550,431
365,822,1187
198,239,437
783,531,1314
587,275,862
96,788,884
36,304,340
658,136,794
682,211,893
998,646,1644
470,289,759
982,355,1337
204,535,739
428,340,768
287,856,1143
870,205,1075
609,761,1370
64,56,120
316,749,1065
210,9,219
293,762,1055
946,783,1729
424,383,807
173,285,458
720,491,1211
259,21,280
272,700,972
932,263,1195
831,904,1735
622,727,1349
523,463,986
75,943,1018
811,154,965
122,135,257
689,574,1263
929,536,1465
433,468,901
912,76,988
916,654,1570
497,274,771
636,444,1080
77,83,160
107,7,114
498,276,774
834,1,835
573,826,1399
478,928,1406
553,281,834
409,432,408
892,825,1717
484,845,1329
119,200,319
873,17,890
265,157,422
141,13,154
457,693,1150
426,92,518
724,95,819
55,787,842
228,227,455
523,107,630
436,56,492
724,685,1409
400,593,993
323,601,924
647,332,979
889,283,1172
624,926,1550
248,361,609
827,908,1735
783,417,1200
209,688,897
394,359,753
396,312,139
8,863,871
994,253,1247
325,398,723
333,939,1272
845,200,1045
998,156,1154
764,894,1658
94,974,1068
634,785,1419
761,495,1256
486,636,1122
40,568,608
729,486,1215
765,363,1128
256,125,381
290,801,1091
463,337,183
365,913,1278
990,317,1307
701,673,1374
609,407,1016
806,484,1290
430,612,1042
473,276,749
203,783,986
747,270,1017
171,946,1117
529,713,1242
812,618,1430
630,448,1078
473,941,1414
875,79,954
797,736,1533
465,839,1304
850,849,1699
36,532,568
366,391,757
659,610,1269
685,507,1192
199,12,211
392,280,672
220,384,604
328,333,507
31,40,71
549,208,757
7,446,935
636,999,1635
998,92,1090
111,917,1028
615,862,1477
383,665,1048
9,253,262
434,664,1098
661,342,1003
284,971,1255
321,165,486
855,388,1243
654,810,151
395,712,1107
381,533,914
997,20,1017
664,727,1391
717,985,1702
124,606,730
738,42,780
132,288,420
614,492,1106
76,771,847
603,242,845
868,523,1391
492,91,583
250,363,613
162,367,529
394,431,825
362,230,592
297,473,770
750,933,1683
950,611,1561
225,155,380
972,598,1570
738,100,838
626,951,1577
411,926,1337
835,421,1256
241,367,608
550,932,1482
855,190,1045
357,409,766
451,885,1336
146,853,999
606,198,804
83,640,723
974,891,1865
674,100,351
81,763,844
359,287,646
39,519,558
920,202,1122
682,279,961
889,967,1856
552,256,808
908,604,1512
829,85,914
208,648,856
924,93,1017
241,250,491
870,26,896
711,697,1408
282,6,288
961,822,1783
132,721,853
271,738,1009
419,103,522
416,874,1290
217,925,1142
709,575,1284
607,60,667
252,611,863
541,487,1028
121,26,147
579,656,1235
80,77,157
404,804,1208
439,532,971
256,270,526
536,503,1039
358,720,1078
751,101,852
47,912,959
275,423,912
921,0,921
555,368,923
130,686,816
594,605,1199
198,242,440
715,212,927
21,919,940
524,554,1078
420,342,762
883,354,1237
949,878,1827
773,181,954
58,660,718
617,771,1388
52,466,518
185,172,357
938,164,1102
343,791,1134
907,446,1353
350,104,454
574,108,682
106,855,961
635,752,1387
345,39,384
855,554,1409
797,167,407
37,235,272
476,274,750
895,685,1580
981,283,1264
656,70,726
586,330,916
862,889,1751
697,152,849
482,220,232
243,168,411
277,996,1273
104,384,488
140,464,604
126,728,854
789,157,946
705,849,1554
751,963,1714
1,757,758
555,819,1374
194,584,778
375,236,611
814,183,997
850,656,1506
850,658,1508
925,364,1289
357,817,1174
506,864,1370
879,154,1033
755,38,773
315,145,460
239,262,501
524,137,661
328,942,1270
609,294,903
852,40,892
816,874,1690
394,757,1151
425,8,433
667,815,1482
719,434,1153
193,272,465
371,247,618
799,747,1546
388,870,1258
75,823,898
738,694,1432
67,534,601
535,444,979
22,270,292
408,359,767
150,521,671
645,494,1139
522,794,1316
86,899,985
209,531,740
682,896,1578
661,234,895
400,685,1085
403,624,1027
4,693,697
323,75,398
78,127,205
965,483,1448
791,237,1028
849,153,1002
716,877,1593
588,554,1142
609,450,1059
700,152,852
414,792,1206
645,803,10
313,250,563
693,577,1270
157,176,333
856,686,1542
121,191,825
824,409,1233
866,577,1443
512,684,1196
769,11,780
641,393,191
354,564,918
85,91,176
627,473,1100
769,755,1524
144,353,497
198,655,853
784,326,1110
975,202,1177
845,168,1013
601,570,1171
1000,863,1863
128,768,896
363,449,812
486,694,1180
907,742,1649
549,778,1327
911,384,1295
187,973,1160
262,398,660
57,947,1004
323,97,420
208,837,1045
516,995,1511
964,944,1908
899,617,1516
41,967,1008
662,925,1587
719,563,1282
693,135,405
462,380,842
169,245,414
520,702,1222
61,846,907
348,158,506
224,855,1079
550,758,1308
594,26,620
687,840,1527
337,848,1185
314,209,523
840,343,1183
10,293,303
52,290,342
79,713,792
838,474,1312
791,365,1156
35,815,850
3,350,353
654,515,1169
646,380,1026
33,25,58
764,423,1187
557,829,1386
314,51,365
874,507,1381
680,780,1460
887,213,1100
34,829,863
196,593,789
774,397,1171
10,219,229
668,81,749
785,50,835
574,215,4
294,430,724
401,506,907
276,467,743
538,81,619
54,190,244
975,366,1341
637,44,681
634,686,934
613,36,649
41,875,916
725,203,928
354,88,442
673,287,960
789,507,1296
815,915,1730
976,23,999
209,588,797
35,643,678
157,3,160
33,69,102
518,844,1362
496,25,521
763,419,1182
396,771,1167
158,305,463
626,304,930
418,771,319
114,386,500
325,576,901
673,896,1569
351,160,511
830,528,1358
818,923,1741
873,904,1777
887,854,1741
978,329,1307
854,62,916
653,885,1538
963,411,1374
779,495,1274
149,85,234
757,801,1558
742,451,1193
230,957,1187
206,387,593
931,934,1865
264,679,943
163,721,884
860,281,1141
381,52,433
393,263,656
471,847,1318
458,295,753
636,743,1379
277,504,781
111,710,821
268,324,592
74,122,196
341,761,1102
560,891,1451
338,946,1284
141,58,199
956,480,1436
973,980,1953
986,391,1377
238,342,580
812,954,1766
995,732,1727
743,243,986
799,257,1056
400,801,1201
674,72,746
71,104,175
6,802,808
766,828,1594
129,508,637
356,348,704
554,88,642
460,475,935
879,54,933
757,309,1066
533,837,1370
67,721,788
753,37,790
169,697,866
129,476,605
604,530,1134
945,660,1605
360,877,1237
690,651,1341
483,262,745
734,496,1230
119,148,969
645,251,896
802,415,1217
645,930,1575
603,790,1393
365,788,1153
6,607,613
331,407,738
299,723,1022
272,901,1173
153,120,273
