a,b,total
757,232,989
806,342,1148
333,749,1082
382,561,943
535,672,1207
224,590,814
417,704,1121
108,231,339
464,159,623
916,771,1687
0,914,914
516,819,1335
147,937,1084
972,313,1285
415,310,725
554,653,1207
834,195,63
302,123,425
847,794,1641
68,259,327
121,432,553
677,412,1223
307,351,658
213,311,524
603,941,1544
629,607,1006
1000,32,1032
359,31,390
484,881,1365
770,551,1321
432,705,1137
901,359,1260
701,502,1203
389,39,428
777,927,1704
258,556,814
251,741,992
646,944,1590
388,767,1155
618,480,634
565,795,1360
462,221,683
97,10,107
607,883,1490
28,957,985
70,514,584
281,713,994
820,947,1767
741,49,790
120,714,834
178,923,1101
874,166,1231
339,436,775
158,991,1149
203,493,696
5,396,401
826,669,1495
791,385,374
228,348,576
597,865,1462
730,455,1185
970,933,1903
168,142,310
969,619,1588
448,508,956
715,440,1075
919,710,1629
556,108,664
34,285,319
718,432,1150
89,269,358
680,366,1046
519,941,1460
950,896,1846
24,165,189
191,680,871
675,559,1234
269,489,758
808,672,1480
423,118,541
237,207,444
136,764,900
11,380,391
807,12,819
681,272,953
9,310,319
140,327,467
881,491,1372
193,679,872
490,219,709
397,566,963
554,879,1433
149,683,832
522,148,670
69,489,558
74,579,653
641,771,1412
640,370,1010
847,268,1115
770,442,656
799,404,1375
743,953,1696
460,620,1080
230,766,996
490,629,1119
521,910,1431
892,773,1665
247,613,860
509,791,1300
614,31,645
575,86,661
795,149,944
40,378,418
287,475,762
939,349,1288
548,619,1167
315,875,1190
523,499,1022
892,859,1751
711,573,1284
619,613,1232
587,140,727
93,708,801
350,545,895
646,64,710
274,956,1230
295,608,903
320,949,1269
928,245,1173
356,995,1351
845,343,1188
421,285,706
434,685,1119
786,627,1413
142,821,963
302,194,496
370,729,1099
328,209,537
595,532,1127
741,740,1481
653,252,905
808,648,1456
187,908,1095
508,383,891
495,734,1229
581,470,1051
149,260,409
258,127,385
832,563,1395
3,68,71
956,260,1216
465,957,1422
597,840,1437
581,430,1011
52,437,489
501,609,1110
447,396,843
143,185,328
778,820,1598
42,867,909
110,561,671
130,802,932
760,703,1463
40,912,952
61,10,71
1000,639,1639
291,440,731
225,633,858
769,273,1042
362,860,1222
23,566,589
780,225,1005
989,844,1833
554,631,328
93,584,677
997,276,1273
127,97,224
416,226,642
624,169,793
939,225,1164
3,244,247
445,593,1038
869,395,1264
237,102,339
418,729,1147
153,756,909
871,629,1500
23,554,577
210,902,1112
447,808,1255
350,329,1039
630,397,1027
621,210,831
720,79,799
715,699,1414
806,413,1219
321,361,682
254,732,986
236,388,624
480,983,1915
576,249,825
66,463,529
22,398,420
368,390,893
741,456,1197
91,447,538
234,275,509
266,490,756
224,874,1098
529,613,1142
200,866,781
373,49,422
92,724,816
94,630,724
51,256,307
954,261,1215
300,145,445
285,891,1176
234,419,653
533,68,601
94,635,729
670,801,1471
976,887,1863
180,295,475
964,433,1397
241,17,258
200,617,817
68,791,859
836,801,1637
127,797,924
779,377,1156
156,546,702
251,805,1751
175,784,959
832,21,853
916,58,974
171,49,220
866,135,1001
623,854,1477
801,285,1086
465,179,644
730,254,984
620,772,772
139,0,139
541,818,1359
772,404,1176
743,413,1156
477,985,1462
532,362,894
591,735,1326
414,769,1183
959,417,1376
878,511,1389
37,211,248
376,862,1238
618,925,1543
384,306,690
322,498,820
16,220,236
653,768,1421
885,604,1489
767,143,910
309,405,714
16,922,938
449,258,707
477,729,1206
903,209,1112
425,982,1407
970,149,1119
944,103,1047
54,358,412
395,908,1303
443,79,522
363,840,1203
488,41,529
889,867,1756
360,339,699
944,518,1462
103,149,252
575,276,851
521,223,744
380,24,404
342,817,1159
355,636,991
376,52,428
599,126,725
776,499,1275
526,37,563
561,746,1307
518,68,586
157,955,1112
338,676,1014
749,739,1488
147,145,292
201,95,296
282,403,685
45,310,272
199,428,627
427,818,1245
155,437,592
261,938,1199
67,167,234
271,744,1015
67,224,291
169,947,1116
116,81,197
831,920,1751
745,381,1126
978,979,1957
571,561,1132
833,759,1592
680,334,1014
683,698,1381
603,532,1135
825,608,1433
251,231,482
444,494,938
962,521,1483
996,741,1737
52,974,1026
820,883,1703
843,151,994
864,802,1666
979,254,1233
156,948,1104
555,517,1072
760,409,1169
339,306,645
166,638,804
950,678,1628
321,948,1269
446,415,861
157,424,581
31,341,372
121,315,436
900,503,1403
405,602,1007
440,869,1309
249,625,874
344,163,507
607,385,992
103,84,187
755,8,763
438,504,942
956,993,1949
714,663,1377
52,2,54
33,136,169
863,375,1238
940,846,1786
682,585,1267
169,914,1083
102,39,141
84,40,124
841,944,1785
174,918,1092
502,110,612
298,630,928
73,851,924
141,66,207
872,266,1138
794,716,1510
508,621,1129
290,32,322
346,680,1026
484,829,1313
974,521,1495
669,722,1391
428,826,1254
813,867,1680
334,215,549
152,720,872
81,60,141
120,151,271
459,129,588
75,289,364
704,327,1031
735,493,1228
125,952,1077
965,687,1652
601,309,910
214,917,1131
34,372,406
196,353,549
32,861,893
258,398,656
509,474,983
407,802,1209
331,460,791
334,763,1097
432,674,1106
937,769,1706
716,188,1604
168,977,1145
95,498,593
342,151,287
245,525,770
980,284,1264
738,184,922
789,9,798
728,351,1079
381,345,988
790,844,1634
206,216,422
696,674,1370
761,517,1278
400,910,1310
604,627,1231
201,445,646
748,819,1974
736,605,1341
551,773,1324
291,340,1206
642,988,1630
485,849,1334
951,474,1425
623,585,1208
322,854,1176
460,271,731
667,872,469
684,926,1610
404,271,469
41,227,268
460,244,704
440,48,488
821,822,1643
833,921,1754
426,16,442
975,750,1725
655,806,1461
614,679,1293
594,218,812
565,294,859
875,240,1115
398,574,972
181,558,739
14,701,715
336,662,998
491,21,512
953,767,1720
173,673,846
263,425,688
436,208,644
370,99,469
295,316,611
708,561,1269
78,159,237
873,959,490
67,797,864
776,967,1743
183,116,299
345,124,469
855,798,1653
523,125,648
629,284,913
364,807,1171
180,397,577
558,967,1525
18,932,950
823,992,1815
88,64,152
350,164,514
706,547,1253
946,775,1721
30,348,378
811,774,1585
826,524,1350
412,217,629
635,652,1287
600,765,1365
999,762,1761
672,956,1628
506,570,1076
396,329,725
203,921,927
192,3,195
17,680,697
664,346,1010
857,7,864
882,474,1356
863,98,961
574,784,1358
139,484,623
564,743,1307
122,639,761
805,855,1660
251,319,570
435,300,218
56,961,1017
987,140,1127
835,388,1223
287,348,635
76,998,1074
76,510,586
307,416,583
335,189,524
890,140,1030
617,613,1230
371,116,487
270,786,1056
909,126,1035
217,596,813
237,50,287
861,778,1639
554,934,1488
831,729,1560
591,891,1482
304,928,1232
304,102,406
770,953,1881
899,430,1329
341,275,616
140,70,210
967,602,1825
488,43,531
369,415,784
270,162,432
574,916,1490
83,342,425
664,940,1604
887,106,993
17,481,498
725,129,854
980,841,1821
521,244,765
5,697,702
279,590,869
794,862,1656
560,243,803
216,627,843
197,844,1041
352,139,491
604,421,1025
294,275,569
876,910,1786
430,261,691
509,1,510
415,604,1019
259,707,966
188,833,1021
122,990,1112
135,728,511
762,47,809
700,404,1104
223,283,506
588,2,590
734,113,847
14,423,437
211,457,668
741,663,1404
889,377,1266
420,387,807
696,281,977
206,878,1084
211,398,609
890,681,1571
678,248,926
971,280,1251
258,3,261
162,62,224
853,61,914
536,296,832
113,902,1015
290,286,576
787,14,801
780,542,1322
465,356,821
229,460,689
884,282,1166
986,399,1385
491,225,716
136,17,153
660,497,1157
971,564,1535
956,148,1104
738,379,1117
706,101,807
674,528,1202
764,413,1161
980,906,1886
920,289,1209
250,775,1025
953,569,1522
588,818,1406
943,187,1130
1000,541,1963
20,335,355
788,567,1355
349,1,350
191,111,302
738,782,1520
712,823,1535
204,643,847
862,983,1845
577,365,942
483,639,1122
250,332,688
365,482,847
545,341,886
441,980,1421
706,78,784
917,140,1057
887,44,931
422,547,969
74,105,179
999,561,1560
138,226,364
223,379,602
262,11,273
418,123,541
658,602,1260
914,214,1128
945,242,1187
95,824,919
612,549,1161
960,779,1739
487,705,1192
171,673,844
746,6,752
501,836,1337
814,421,1235
102,90,192
234,947,1181
0,437,437
957,365,1322
569,712,1281
756,99,855
585,21,606
197,176,373
239,755,367
200,847,1047
135,302,437
677,460,1137
137,32,169
934,741,1675
642,774,1416
306,854,1160
157,704,861
922,162,1084
7,175,182
545,179,724
914,430,1344
782,161,943
157,425,582
234,716,950
272,730,1002
568,905,1473
972,922,1894
920,984,1904
337,907,1244
848,608,1456
580,220,800
435,176,611
813,455,1268
266,620,886
751,817,1568
20,200,220
384,791,1175
949,93,1042
118,815,933
922,55,977
717,546,1263
115,573,688
931,665,1596
755,836,1591
530,184,714
237,818,1055
929,51,980
621,556,1177
247,551,798
347,537,884
265,267,532
139,847,986
437,502,939
210,143,353
225,715,940
530,151,681
73,432,505
559,82,641
329,471,800
282,867,1149
33,783,55
793,680,1473
883,829,1712
85,330,415
760,827,1587
83,84,167
492,975,1467
449,802,1251
663,380,1043
645,766,1411
26,736,762
361,320,681
117,813,930
661,296,957
267,163,430
832,151,983
590,552,1142
502,534,1036
78,154,232
781,295,1076
807,43,850
480,41,521
478,26,100
2,677,679
251,386,637
349,90,439
528,281,809
414,386,800
241,422,663
275,523,798
329,378,707
374,317,691
803,590,1393
42,565,607
640,481,1121
212,246,458
876,628,1504
632,363,995
17,790,807
651,975,1626
946,538,1484
66,62,128
48,950,998
401,258,659
127,911,1038
541,756,1281
750,264,1014
659,181,840
485,510,995
254,528,782
735,782,1517
663,65,728
248,158,406
144,713,857
694,302,996
534,585,1119
682,748,1430
304,162,1801
429,774,1203
377,739,1116
541,441,982
317,983,1300
84,473,557
841,399,1240
646,399,1045
968,768,1736
297,887,1184
191,412,603
738,691,1429
556,699,1255
196,982,1178
746,23,769
481,386,867
811,286,1097
525,589,1114
543,517,1060
23,790,813
111,377,488
714,512,1226
850,282,1132
995,137,1132
851,713,1564
704,348,1406
654,58,712
298,244,542
221,213,434
843,363,1206
538,263,801
904,725,1629
745,227,972
825,104,929
728,614,1342
477,738,1215
126,557,1998
203,246,449
646,695,1341
221,137,358
330,231,832
875,35,910
979,85,1064
626,779,1405
776,984,1760
398,97,495
512,878,1390
565,737,1302
913,8,378
213,840,1660
30,600,630
797,424,1221
130,857,987
946,13,959
386,341,727
719,509,1228
290,842,1132
122,983,1105
425,938,1271
696,218,914
624,811,1435
907,59,966
618,72,690
891,538,1429
588,293,881
299,231,530
542,488,1030
27,600,627
417,199,616
740,161,901
621,616,1237
75,245,320
343,345,688
94,261,355
712,763,1475
301,133,434
417,963,1380
849,375,1224
796,811,1607
504,958,1462
445,989,1434
47,531,578
119,764,883
799,866,86
966,197,1163
56,532,588
369,399,768
622,90,712
781,27,808
701,466,1167
962,763,1725
975,179,1154
260,919,1179
53,837,890
563,187,750
111,497,608
496,434,930
659,924,1583
215,537,752
297,767,1064
118,247,365
567,5,572
458,798,1256
305,243,548
683,934,1617
915,541,1456
47,217,264
383,629,1012
54,104,158
462,707,1169
620,841,754
578,594,1172
822,296,1118
186,957,927
261,596,857
412,774,1186
586,638,1224
430,785,1215
827,384,1211
672,303,975
657,619,1276
763,747,1510
779,874,1653
910,534,1444
548,802,1350
393,652,1045
254,150,404
105,301,1024
908,317,1225
811,998,1809
976,179,1155
110,189,299
826,839,1665
799,144,943
440,413,853
983,960,1943
637,716,1142
484,158,642
120,468,588
995,913,905
178,767,945
575,965,1540
233,532,765
333,686,1019
929,370,1299
920,972,1892
673,918,1591
17,856,873
291,847,705
983,417,1400
120,145,265
579,624,1203
30,562,592
802,150,952
781,367,1148
150,444,594
95,802,897
586,387,973
645,74,719
221,15,236
828,436,1264
850,702,1552
784,194,978
321,585,906
945,768,1713
863,196,1059
408,554,962
601,815,1416
870,521,1391
920,41,961
852,982,1834
770,229,1367
872,526,1398
400,929,1329
64,56,120
781,396,1177
76,83,159
833,626,1459
992,843,1835
49,968,1017
540,57,597
285,82,367
621,74,695
329,55,384
792,181,973
534,200,734
972,453,1425
642,147,789
377,225,602
276,17,293
451,453,904
400,166,566
965,459,1424
743,412,1155
421,687,1108
140,352,1635
94,763,857
742,640,1382
944,393,1337
164,578,742
616,68,684
269,23,292
536,690,1226
68,993,1061
207,464,671
959,135,1094
321,366,687
175,207,382
984,410,1394
557,949,1506
10,209,219
920,929,1849
104,80,184
0,388,388
768,432,1200
525,685,1210
478,507,985
999,353,1352
194,223,417
912,683,1595
314,270,584
743,984,1727
592,330,1769
405,301,706
996,837,1833
282,291,573
242,462,704
256,851,1107
481,547,1028
145,926,1071
809,511,1320
174,937,1111
14,853,867
94,899,993
840,603,1443
186,104,290
267,531,798
429,175,604
348,752,1100
803,748,1551
448,239,687
887,846,1733
842,552,1394
117,868,985
556,697,1253
418,29,447
586,768,1354
756,23,779
719,602,1321
651,438,1089
949,121,1070
716,62,778
960,508,1468
414,530,944
150,880,1030
373,782,1107
147,86,233
175,184,359
357,335,692
88,402,490
675,374,686
552,458,1010
703,271,974
153,750,903
666,788,1454
74,584,658
581,407,988
773,608,1381
570,604,1174
698,274,972
638,623,1261
802,559,1361
975,162,1137
940,38,978
817,34,851
708,747,1455
861,555,1416
736,612,1348
256,519,775
663,133,796
620,345,965
624,524,1148
67,662,729
355,462,817
519,468,987
769,934,1341
451,93,544
183,240,423
411,458,869
200,552,752
672,191,1260
462,281,743
79,986,1065
736,642,1378
472,506,978
504,393,897
877,638,1515
446,517,963
865,157,1022
132,327,459
200,505,705
39,809,848
325,697,1022
408,658,1066
640,811,1451
53,712,765
30,679,709
369,773,1142
390,745,1135
702,467,1169
31,689,720
286,921,1207
797,764,1561
383,274,657
956,536,1492
607,403,1010
361,846,1207
301,190,491
649,974,1623
545,757,1302
275,808,1083
887,227,1114
199,559,758
945,586,1531
348,414,762
81,700,781
335,191,526
345,739,1084
494,182,676
351,398,749
589,175,764
603,226,829
227,351,578
800,702,1502
228,881,1109
516,108,624
400,378,778
974,661,1635
269,979,1248
870,572,1442
624,328,952
791,696,1487
267,229,627
643,638,1281
691,915,1606
590,76,666
115,935,1050
495,168,1068
853,721,1574
241,275,516
88,858,946
403,314,717
300,464,764
847,335,1182
221,746,967
634,907,1541
429,487,916
973,537,1510
817,436,1253
324,46,1271
272,975,1247
713,885,1598
111,290,401
811,89,724
181,467,648
541,970,1511
712,605,1317
574,61,635
854,134,988
6,278,284
240,864,1104
571,877,1448
411,166,577
957,338,1295
934,828,1762
426,59,485
884,791,1675
425,811,1236
551,452,1003
883,171,1054
723,345,1068
758,914,1672
554,647,1201
602,432,1034
815,887,1702
729,861,1590
182,514,696
980,629,1609
990,84,1074
438,340,1909
871,6,877
43,159,202
381,654,1035
662,899,1561
981,242,1223
898,845,1743
846,118,964
889,324,1213
5,331,336
34,534,568
648,435,1083
186,698,884
310,291,601
537,631,1168
600,634,1234
502,147,649
870,706,1576
227,433,660
652,807,1459
972,299,1271
153,764,750
866,527,1393
720,171,891
294,214,508
71,538,609
833,177,1010
827,835,1662
136,194,330
129,204,333
899,861,1760
641,312,953
60,386,446
906,92,998
425,268,693
208,734,942
353,24,377
785,482,1267
723,89,812
181,805,986
358,491,849
266,764,1030
575,642,1217
138,388,526
584,964,291
633,92,725
794,875,1669
464,391,855
567,246,813
401,54,455
186,735,921
123,660,783
64,468,532
203,453,656
745,222,967
671,596,1267
979,857,1836
333,186,519
590,978,1568
629,219,848
902,175,1077
750,437,1187
673,874,1547
655,310,965
563,147,710
170,332,502
719,987,1706
591,876,1467
208,327,535
315,273,588
500,742,1242
754,761,1515
224,165,389
296,253,549
584,340,924
259,591,850
793,510,1303
742,119,861
457,618,1075
881,596,1477
191,584,775
71,165,236
252,682,934
479,777,1256
509,736,1245
502,724,1226
334,141,475
571,968,1539
248,133,381
831,691,1522
100,137,237
406,746,1152
883,55,938
177,38,215
271,779,1050
621,830,1451
906,476,1382
518,884,1402
357,700,1057
757,739,1496
381,683,1064
189,242,431
403,946,1349
857,944,1801
833,787,35
284,309,593
397,660,1057
586,875,1461
328,112,440
355,855,1210
976,215,1191
584,920,1504
95,23,118
658,591,1249
949,747,1696
767,356,1123
94,310,404
283,669,952
523,197,720
843,201,1044
590,425,1015
84,215,299
511,95,606
117,148,265
648,154,802
118,212,330
887,703,1590
983,471,1454
770,676,1446
117,620,737
689,91,780
391,412,803
935,185,1264
738,32,770
740,351,1091
947,541,1488
954,254,1208
637,764,1401
37,300,337
441,389,830
549,13,562
466,666,1132
830,308,1138
106,153,259
288,180,468
291,23,314
699,404,1103
143,944,1087
8,590,598
137,153,290
384,131,1685
605,198,803
375,990,1365
389,859,1248
829,759,1588
1,824,825
732,682,1414
353,131,484
597,508,1105
794,99,893
464,121,585
195,434,629
562,334,896
396,314,710
133,217,350
265,964,1229
760,797,1557
144,493,637
432,126,558
165,490,655
506,284,790
613,634,1247
736,738,1474
441,436,877
22,422,444
129,880,1009
665,967,1632
350,327,677
884,162,1046
700,646,1346
227,718,945
292,33,325
127,17,144
929,926,1855
508,577,1085
655,462,1117
914,805,1719
66,379,445
693,797,1490
380,291,671
176,968,1144
491,861,1352
856,829,1685
444,2,446
568,60,628
816,802,1618
39,212,1866
754,811,1565
235,102,337
282,781,1063
500,165,665
43,557,199
831,744,1575
458,109,567
31,889,920
997,350,1347
474,86,560
43,418,461
252,55,307
234,340,574
48,832,880
369,993,1362
282,503,785
820,410,1230
720,201,1157
445,186,631
880,540,1420
457,436,893
610,259,869
209,123,332
341,203,544
822,893,1715
621,412,1033
829,941,1770
944,260,1204
910,403,1313
152,80,232
65,537,602
141,716,857
19,32,51
272,412,684
102,318,420
641,603,138
814,119,933
602,497,1099
127,935,1062
20,766,786
599,241,840
964,565,1529
732,576,1308
878,724,1602
276,587,510
683,724,1407
803,176,1250
623,513,1207
304,662,966
841,508,1349
404,802,1206
504,654,1158
66,203,269
449,701,1150
424,391,815
767,299,1066
929,391,1320
152,221,373
975,50,1025
584,272,856
850,178,1028
447,187,634
705,990,1695
605,609,1214
582,933,1515
625,456,1081
68,728,796
270,169,439
868,978,1846
26,219,245
527,471,998
553,864,1417
91,420,511
162,676,838
28,645,673
642,265,907
953,923,1876
966,996,1962
240,378,618
768,629,1397
609,516,1125
798,598,1396
150,918,1068
999,455,1454
748,856,1604
640,601,1241
950,677,1627
834,840,1674
993,559,1552
915,266,1181
141,164,305
462,969,1431
364,534,898
949,238,1187
450,995,1445
448,954,353
63,831,1106
47,428,475
484,682,1166
862,184,1046
389,576,965
609,412,1021
663,684,1347
161,523,684
690,836,1526
810,169,979
433,573,1006
154,474,628
401,592,993
686,952,1638
680,650,1330
44,602,646
730,120,850
809,90,899
433,115,548
45,506,551
657,254,911
290,690,980
707,566,1273
341,740,1081
109,797,906
594,817,1411
674,686,1360
186,299,485
906,619,1525
718,655,1373
624,385,1009
254,737,991
626,439,927
523,319,842
454,11,465
346,104,450
163,955,1118
778,248,1026
416,281,697
128,0,128
587,983,1570
227,272,499
545,713,1258
628,42,670
140,264,404
154,770,924
616,589,1205
22,638,660
91,307,398
849,115,964
774,742,1516
677,773,1450
655,834,1489
840,894,1734
417,110,527
486,736,1222
0,349,349
254,44,298
328,569,897
410,340,750
717,22,739
368,928,1296
768,309,1077
268,127,395
439,325,764
893,197,1090
280,28,308
426,411,837
481,773,1254
918,933,1851
66,790,856
716,264,980
586,771,1357
42,559,601
929,746,820
472,853,1325
99,278,377
277,423,700
107,806,913
334,637,971
403,641,1044
271,559,830
679,551,1230
937,254,1191
595,405,1000
562,450,1012
518,390,908
705,913,1618
335,348,683
321,822,1143
113,127,240
739,613,1352
59,865,924
489,369,858
951,390,1341
45,359,404
485,80,565
745,63,808
610,550,1160
568,826,1394
431,321,752
999,726,1725
102,527,629
335,381,716
388,497,50
608,671,1279
308,826,1134
543,994,1537
183,48,231
385,384,769
280,804,1084
882,570,1452
441,509,950
334,808,1142
165,14,179
953,318,1271
885,372,1257
453,348,801
29,584,613
975,315,1290
987,226,1213
518,824,1342
435,133,568
801,378,1179
414,896,1310
133,874,1007
788,428,1216
296,55,351
647,342,989
355,234,589
9,711,720
435,164,599
121,179,300
185,986,1171
462,438,900
489,710,1199
318,410,728
323,627,950
28,106,134
287,726,1013
94,381,475
872,515,1387
257,546,803
654,397,1051
6,778,784
549,15,564
602,528,1130
492,728,1220
572,130,702
81,177,258
903,964,1867
953,804,1757
953,821,1774
138,735,873
269,873,1142
831,435,1266
747,113,860
54,208,262
234,753,987
490,350,840
354,713,1067
395,887,1282
49,472,521
997,838,1835
377,271,648
179,317,496
687,570,1257
238,515,753
259,370,629
972,274,1384
967,439,1406
668,376,1044
478,346,824
890,201,1091
78,114,192
198,157,355
458,292,750
629,783,1412
1000,503,1503
635,751,1386
86,461,547
792,407,1199
248,680,928
656,694,1350
501,173,1776
852,568,1420
701,173,874
919,486,1405
12,670,682
820,867,1687
802,396,1198
846,42,888
731,650,1381
395,623,1018
235,332,567
515,849,1364
639,915,1554
868,235,1103
12,36,48
883,716,1599
758,106,864
732,893,1625
485,517,1002
926,68,994
353,176,529
260,938,1198
368,267,635
54,845,899
839,547,1386
704,67,771
634,222,856
803,565,1368
657,702,1359
932,819,1751
328,246,574
126,150,276
983,514,1497
261,895,1156
395,823,1218
593,435,1028
540,526,1066
906,908,1814
613,62,675
322,492,814
136,857,993
280,859,1139
140,259,399
37,829,866
746,612,1358
986,390,1376
179,274,453
208,851,1059
231,606,837
533,241,774
811,105,916
115,661,776
511,30,541
836,160,996
580,215,795
529,887,1416
50,728,778
946,217,1163
124,45,169
15,189,204
910,2,1416
534,395,929
388,117,61
520,861,1381
687,888,1575
821,692,1513
395,124,171
837,302,1139
392,815,1207
63,939,1002
919,566,1485
326,665,991
966,87,1053
773,48,821
282,431,713
784,876,1660
141,199,340
418,887,1305
323,852,1175
100,35,1501
791,17,808
769,413,1182
3,378,381
285,966,1251
760,602,1362
854,76,930
924,705,886
995,918,1913
432,275,707
13,926,939
938,379,1317
88,725,813
860,913,1773
230,288,915
554,331,885
628,837,1465
605,275,880
480,42,522
15,376,391
778,199,977
561,207,768
144,386,530
581,578,1159
163,397,560
803,15,818
552,443,995
532,919,1451
121,483,604
698,676,1374
800,629,1429
31,379,410
439,184,623
864,79,943
918,386,1217
242,129,178
135,441,576
782,367,1149
986,646,1632
572,850,1422
389,15,404
80,566,646
779,966,1745
585,377,962
963,74,1037
369,343,712
994,980,1974
498,467,965
92,687,779
499,303,802
189,802,991
554,689,1243
660,564,1224
94,623,717
412,962,1374
272,181,453
617,965,1582
524,601,1125
54,830,884
935,905,1840
748,375,1123
135,107,242
354,697,1051
497,853,1350
326,445,771
129,2,131
144,129,273
375,508,883
727,588,1503
50,64,114
224,947,1171
350,419,769
54,470,524
847,139,986
885,481,1366
515,166,681
625,335,960
906,806,1712
59,91,150
667,968,1635
529,187,716
268,734,1002
92,139,231
74,398,472
555,946,1501
790,382,134
60,805,865
575,656,1231
971,60,1031
588,380,968
625,182,807
907,826,1733
835,672,1507
190,437,627
901,44,945
232,969,1201
812,451,1263
583,139,722
33,473,506
440,607,1047
15,4,19
262,927,1189
669,88,757
587,804,1391
728,335,1063
232,830,1062
816,581,1397
423,607,1030
218,885,1103
352,134,486
285,979,1264
118,423,541
90,982,1072
738,527,1265
1000,485,1485
318,830,1148
218,923,1141
792,72,680
46,157,203
574,679,1253
227,701,928
479,913,1392
994,902,1896
745,368,1113
536,782,1318
247,345,592
155,430,585
415,882,1297
558,445,879
458,198,656
224,734,958
912,306,1218
515,199,714
990,181,1171
233,391,624
816,929,1745
870,305,1175
141,553,684
54,456,510
949,283,1232
402,368,770
343,360,703
983,406,1389
578,187,765
9,608,1918
341,923,1264
109,43,152
716,316,1032
682,614,1296
239,102,341
102,473,575
963,397,1360
703,19,722
824,302,1126
455,698,1153
703,719,1422
649,24,673
635,379,1014
322,837,1159
274,715,989
698,181,879
914,84,998
186,448,634
803,812,1615
365,892,1257
10,161,171
777,831,1608
51,80,131
345,219,564
952,187,1139
355,989,1344
702,702,1404
450,648,1098
347,32,379
44,978,1022
102,783,885
195,864,1059
609,563,724
725,760,1485
374,659,472
682,769,1451
49,9,58
294,980,1274
221,993,1214
738,12,750
918,592,1510
284,356,640
32,899,931
46,518,564
995,778,1773
73,555,628
628,931,1559
226,669,895
630,631,1261
982,558,1540
778,768,1546
382,702,1084
150,46,196
72,34,106
986,498,1484
591,13,604
407,584,991
935,930,1865
60,75,135
734,449,1183
45,796,841
247,490,737
711,696,1407
911,979,1890
198,583,781
314,594,908
383,882,1265
2,402,404
386,776,1162
160,342,502
223,164,387
848,11,859
217,388,605
133,920,1053
292,108,400
260,188,448
642,191,833
586,719,1305
224,808,1032
338,876,1214
15,754,769
585,40,625
913,431,1344
47,364,411
652,782,1434
569,935,1504
259,248,1815
924,119,1043
402,454,856
139,631,770
288,917,1205
980,998,1978
467,342,809
576,569,1145
556,461,1017
579,881,1460
175,607,782
789,433,1222
404,47,451
863,246,1109
823,903,1726
8,905,913
468,378,846
191,79,270
474,911,1220
129,1,130
117,93,210
862,165,1027
769,563,387
441,717,1158
101,662,763
742,676,1418
361,928,1289
804,127,931
931,500,1431
702,374,1076
444,108,552
515,447,962
380,340,720
83,747,830
320,582,902
706,996,1702
720,707,1427
569,529,103
768,791,1559
242,490,732
827,716,1543
221,68,289
384,623,1007
520,930,1450
920,176,1096
282,339,621
318,887,1205
98,526,624
739,772,1511
1,55,56
218,629,847
130,640,770
234,138,372
159,60,219
284,285,569
285,670,955
134,946,1080
537,765,1302
431,997,1428
368,591,959
200,717,259
753,642,1395
130,36,166
51,283,334
712,152,864
134,133,267
509,367,876
130,712,842
249,381,630
42,920,962
133,515,648
343,907,519
405,201,1689
58,352,410
609,236,845
450,467,917
407,924,1331
625,550,1175
786,72,858
667,165,832
91,425,516
832,702,1534
75,480,555
885,622,1935
162,596,758
543,223,766
804,29,833
862,988,1850
840,282,1122
396,401,797
581,83,664
207,961,1168
498,14,512
375,415,790
377,992,1369
861,992,1853
471,976,1447
912,41,953
717,403,1120
86,584,670
403,370,773
310,595,905
781,802,1583
671,37,708
441,400,841
701,313,1014
193,734,927
426,352,1325
619,385,1004
194,132,326
394,137,531
854,120,974
991,150,1141
804,420,1224
941,848,1789
963,670,1633
328,272,600
103,695,798
525,651,1176
40,546,586
971,608,1579
632,100,732
952,417,1369
245,741,986
840,728,1568
615,584,1199
269,225,494
346,824,1170
137,737,874
288,969,1257
980,191,1171
682,58,740
241,230,471
972,207,1179
35,828,863
79,80,159
374,868,1242
511,415,1472
273,378,651
797,745,1542
706,577,1283
511,338,849
411,600,1011
737,816,1553
739,790,1529
938,650,1588
204,369,573
447,379,826
877,277,1154
953,745,1698
514,391,905
65,441,506
287,129,416
351,292,643
548,714,1262
586,340,926
959,633,1592
313,520,833
349,189,538
610,146,756
962,380,1342
406,309,715
186,115,301
245,13,258
282,139,421
795,734,1529
121,272,393
125,955,1080
53,683,736
666,557,1223
253,811,1064
963,425,1388
308,795,1103
316,218,534
57,463,520
225,673,898
231,106,337
697,925,1093
661,702,1363
507,962,1469
364,941,1305
954,123,1077
747,562,1309
938,954,1892
325,160,485
835,992,1827
756,917,1673
910,927,1837
471,265,736
696,666,1362
510,49,559
198,658,856
890,663,1553
692,25,717
420,815,1235
759,840,1599
926,455,1381
135,591,726
698,331,1029
199,479,570
932,63,995
47,947,994
717,365,1082
833,449,1282
64,25,89
376,333,709
674,46,1885
155,495,650
182,746,928
316,190,506
678,867,1545
122,435,616
232,990,1222
810,126,936
222,781,1003
825,642,1467
506,168,674
203,124,327
637,354,991
157,530,687
180,928,1108
615,660,1275
743,646,1389
802,252,1054
736,382,1118
360,847,1207
675,699,1374
240,151,391
655,709,1364
453,232,685
194,915,1109
622,178,744
873,485,1358
848,915,1763
227,800,1027
132,232,364
89,519,608
35,480,515
929,50,979
470,46,516
398,621,1019
